ip_address,school_name,geo_school,district_code,district_type,hostname,phase2_match,asn,whois_org,is_hosting,strong_dns_match,ny_k12_domain,whois_match,fcc_match,score,confidence,distance_km
163.153.159.127,Chateaugay Central School,Malone Middle School,cpcs,public,127.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.131,Chateaugay Central School,Malone Middle School,cpcs,public,131.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.130,Chateaugay Central School,Malone Middle School,cpcs,public,130.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.129,Chateaugay Central School,Malone Middle School,cpcs,public,129.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.128,Chateaugay Central School,Malone Middle School,cpcs,public,128.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.132,Chateaugay Central School,Malone Middle School,cpcs,public,132.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.133,Chateaugay Central School,Malone Middle School,cpcs,public,133.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.137,Chateaugay Central School,Malone Middle School,cpcs,public,137.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.139,Chateaugay Central School,Malone Middle School,cpcs,public,139.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.140,Chateaugay Central School,Malone Middle School,cpcs,public,140.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.136,Chateaugay Central School,Malone Middle School,cpcs,public,136.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.138,Chateaugay Central School,Malone Middle School,cpcs,public,138.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.135,Chateaugay Central School,Malone Middle School,cpcs,public,135.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.134,Chateaugay Central School,Malone Middle School,cpcs,public,134.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.141,Chateaugay Central School,Malone Middle School,cpcs,public,141.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.144,Chateaugay Central School,Malone Middle School,cpcs,public,144.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.142,Chateaugay Central School,Malone Middle School,cpcs,public,142.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.147,Chateaugay Central School,Malone Middle School,cpcs,public,147.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.143,Chateaugay Central School,Malone Middle School,cpcs,public,143.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.148,Chateaugay Central School,Malone Middle School,cpcs,public,148.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.146,Chateaugay Central School,Malone Middle School,cpcs,public,146.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.145,Chateaugay Central School,Malone Middle School,cpcs,public,145.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.149,Chateaugay Central School,Malone Middle School,cpcs,public,149.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.154,Chateaugay Central School,Malone Middle School,cpcs,public,154.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.153,Chateaugay Central School,Malone Middle School,cpcs,public,153.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.150,Chateaugay Central School,Malone Middle School,cpcs,public,150.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.155,Chateaugay Central School,Malone Middle School,cpcs,public,155.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.151,Chateaugay Central School,Malone Middle School,cpcs,public,151.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.152,Chateaugay Central School,Malone Middle School,cpcs,public,152.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.156,Chateaugay Central School,Malone Middle School,cpcs,public,156.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.157,Chateaugay Central School,Malone Middle School,cpcs,public,157.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.160,Chateaugay Central School,Malone Middle School,cpcs,public,160.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.158,Chateaugay Central School,Malone Middle School,cpcs,public,158.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.159,Chateaugay Central School,Malone Middle School,cpcs,public,159.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.161,Chateaugay Central School,Malone Middle School,cpcs,public,161.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.162,Chateaugay Central School,Malone Middle School,cpcs,public,162.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.163,Chateaugay Central School,Malone Middle School,cpcs,public,163.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.164,Chateaugay Central School,Malone Middle School,cpcs,public,164.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.167,Chateaugay Central School,Malone Middle School,cpcs,public,167.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.165,Chateaugay Central School,Malone Middle School,cpcs,public,165.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.169,Chateaugay Central School,Malone Middle School,cpcs,public,169.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.166,Chateaugay Central School,Malone Middle School,cpcs,public,166.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.168,Chateaugay Central School,Malone Middle School,cpcs,public,168.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.170,Chateaugay Central School,Malone Middle School,cpcs,public,170.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.171,Chateaugay Central School,Malone Middle School,cpcs,public,171.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.172,Chateaugay Central School,Malone Middle School,cpcs,public,172.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.173,Chateaugay Central School,Malone Middle School,cpcs,public,173.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.175,Chateaugay Central School,Malone Middle School,cpcs,public,175.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.176,Chateaugay Central School,Malone Middle School,cpcs,public,176.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.174,Chateaugay Central School,Malone Middle School,cpcs,public,174.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.178,Chateaugay Central School,Malone Middle School,cpcs,public,178.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.179,Chateaugay Central School,Malone Middle School,cpcs,public,179.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.177,Chateaugay Central School,Malone Middle School,cpcs,public,177.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.180,Chateaugay Central School,Malone Middle School,cpcs,public,180.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.181,Chateaugay Central School,Malone Middle School,cpcs,public,181.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.182,Chateaugay Central School,Malone Middle School,cpcs,public,182.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.183,Chateaugay Central School,Malone Middle School,cpcs,public,183.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.185,Chateaugay Central School,Malone Middle School,cpcs,public,185.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.184,Chateaugay Central School,Malone Middle School,cpcs,public,184.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.187,Chateaugay Central School,Malone Middle School,cpcs,public,187.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.186,Chateaugay Central School,Malone Middle School,cpcs,public,186.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.188,Chateaugay Central School,Malone Middle School,cpcs,public,188.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.190,Chateaugay Central School,Malone Middle School,cpcs,public,190.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.189,Chateaugay Central School,Malone Middle School,cpcs,public,189.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.191,Chateaugay Central School,Malone Middle School,cpcs,public,191.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.193,Chateaugay Central School,Malone Middle School,cpcs,public,193.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.192,Chateaugay Central School,Malone Middle School,cpcs,public,192.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.194,Chateaugay Central School,Malone Middle School,cpcs,public,194.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.195,Chateaugay Central School,Malone Middle School,cpcs,public,195.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.196,Chateaugay Central School,Malone Middle School,cpcs,public,196.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.197,Chateaugay Central School,Malone Middle School,cpcs,public,197.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.198,Chateaugay Central School,Malone Middle School,cpcs,public,198.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.199,Chateaugay Central School,Malone Middle School,cpcs,public,199.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.200,Chateaugay Central School,Malone Middle School,cpcs,public,200.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.204,Chateaugay Central School,Malone Middle School,cpcs,public,204.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.203,Chateaugay Central School,Malone Middle School,cpcs,public,203.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.205,Chateaugay Central School,Malone Middle School,cpcs,public,205.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.202,Chateaugay Central School,Malone Middle School,cpcs,public,202.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.207,Chateaugay Central School,Malone Middle School,cpcs,public,207.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.206,Chateaugay Central School,Malone Middle School,cpcs,public,206.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.201,Chateaugay Central School,Malone Middle School,cpcs,public,201.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.208,Chateaugay Central School,Malone Middle School,cpcs,public,208.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.209,Chateaugay Central School,Malone Middle School,cpcs,public,209.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.210,Chateaugay Central School,Malone Middle School,cpcs,public,210.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.211,Chateaugay Central School,Malone Middle School,cpcs,public,211.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.215,Chateaugay Central School,Malone Middle School,cpcs,public,215.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.214,Chateaugay Central School,Malone Middle School,cpcs,public,214.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.213,Chateaugay Central School,Malone Middle School,cpcs,public,213.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.212,Chateaugay Central School,Malone Middle School,cpcs,public,212.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.216,Chateaugay Central School,Malone Middle School,cpcs,public,216.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.217,Chateaugay Central School,Malone Middle School,cpcs,public,217.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.220,Chateaugay Central School,Malone Middle School,cpcs,public,220.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.218,Chateaugay Central School,Malone Middle School,cpcs,public,218.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.222,Chateaugay Central School,Malone Middle School,cpcs,public,222.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.219,Chateaugay Central School,Malone Middle School,cpcs,public,219.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.223,Chateaugay Central School,Malone Middle School,cpcs,public,223.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.221,Chateaugay Central School,Malone Middle School,cpcs,public,221.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.224,Chateaugay Central School,Malone Middle School,cpcs,public,224.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.226,Chateaugay Central School,Malone Middle School,cpcs,public,226.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.225,Chateaugay Central School,Malone Middle School,cpcs,public,225.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.227,Chateaugay Central School,Malone Middle School,cpcs,public,227.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
163.153.159.229,Chateaugay Central School,Malone Middle School,cpcs,public,229.159.cpcs.k12.ny.us,partial_match,22693,Albany Schoharie Schenectady BOCES,no,no,yes,yes,no,2,medium,19.21
