school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Totoket Valley Elementary School,0,0,0,0,0,,
Clove Acres Riding Academy,0,0,0,0,0,,
Gordon School,0,0,0,0,0,,
Austin Road Elementary School,0,0,0,0,0,,
Shelter Rock School,0,0,0,0,0,,
Old Mystic Elementary School,0,0,0,0,0,,
Morris Street School,0,0,0,0,0,,
Round Hill Elementary School,0,0,0,0,0,,
Center for Autism Spectrum and Developmental Disorders,0,0,0,0,0,,
Wintergreen Interdistrict Magnet School,0,0,0,0,0,,
Connecticut Transition Academy at Deep River,0,0,0,0,0,,
Saint Basils Academy,0,0,0,0,0,,
Saint Lawrence O'Toole School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Orange County Fire Training Center,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
Alternative Center for Excellence,0,0,0,0,0,,
Vocational Education Center,0,0,0,0,0,,
Quaker Hill School,0,0,0,0,0,,
Springbrook Elementary School,0,0,0,0,0,,
Chatfield-LoPresti Elementary School,0,0,0,0,0,,
Ellsworth Avenue School,0,0,0,0,0,,
Baptist Bible Academy,0,0,0,0,0,,
Post School,0,0,0,0,0,,
Chester Elementary School,0,0,0,0,0,,
Western Connecticut Academy for International Studies,0,0,0,0,0,,
Reed Intermediate School,0,0,0,0,0,,
Green Acres Elementary School,0,0,0,0,0,,
Broadview Middle School,0,0,0,0,0,,
ACES Village School,0,0,0,0,0,,
Salesian School For Boys,0,0,0,0,0,,
New Hope Christian School,0,0,0,0,0,,
Newtown High School,0,0,0,0,0,,
Waterford Country School,0,0,0,0,0,,
Newtown Middle School,0,0,0,0,0,,
Lyme Consolidated School,0,0,0,0,0,,
Goshen Central School District 1,0,0,0,0,0,,
Henry Abbott Technical High School,0,0,0,0,0,,
Hayestown Avenue School,0,0,0,0,0,,
Hawley School,0,0,0,0,0,,
Danbury High School,0,0,0,0,0,,
Amity Middle School - Bethany,0,0,0,0,0,,
Pond Hill Elementary School,0,0,0,0,0,,
The Manitou School,0,0,0,0,0,,
Our Lady of Loretto School,0,0,0,0,0,,
Albert Schweitzer Institute,0,0,0,0,0,,
Sandy Hook School,0,0,0,0,0,,
Great Plain School,0,0,0,0,0,,
Oxford Public Schools,0,0,0,0,0,,
Alice Peck Learning Center,0,0,0,0,0,,
The Storm King School,0,0,0,0,0,,
Great Oak Elementary School,0,0,0,0,0,,
Woodland Regional High School,0,0,0,0,0,,
Haldane Elementary/Middle School,0,0,0,0,0,,
Oxford Middle School,0,0,0,0,0,,
Saint James the Apostle School,0,0,0,0,0,,
Haldane High School,0,0,0,0,0,,
King Street Campus,0,0,0,0,0,,
Bethany Community School,0,0,0,0,0,,
Washingtonville Central School District,0,0,0,0,0,,
Quaker Farms School,0,0,0,0,0,,
Carmel High School,0,0,0,0,0,,
Carmel High School,0,0,0,0,0,,
North Stonington Christian Academy,0,0,0,0,0,,
Gallup Hill School,0,0,0,0,0,,
Saint Gregory the Great School,0,0,0,0,0,,
West Woods Elementary School,0,0,0,0,0,,
Stadley Rough Elementary School,0,0,0,0,0,,
Cold Spring Institute,0,0,0,0,0,,
Henry H. Wells Middle School,0,0,0,0,0,,
Taft Elementary School,0,0,0,0,0,,
C.V. Starr Intermediate School,0,0,0,0,0,,
Pembroke Elementary School,0,0,0,0,0,,
Oxford Public Schools Central Office,0,0,0,0,0,,
Ledyard High School,0,0,0,0,0,,
Wallingford Public Schools,0,0,0,0,0,,
North Stonington Public Schools,0,0,0,0,0,,
Willow Avenue Elementary School,0,0,0,0,0,,
Wheeler Middle / High School,0,0,0,0,0,,
Hillside Outdoor Education Center,0,0,0,0,0,,
North Stonington Elementary School,0,0,0,0,0,,
North Stonington Education Center,0,0,0,0,0,,
Franklin Academy,0,0,0,0,0,,
Pathways to College,0,0,0,0,0,,
Cornwall Elementary School,0,0,0,0,0,,
Whisconier Middle School,0,0,0,0,0,,
George Fischer Middle School,0,0,0,0,0,,
Cornwall Central Middle School,0,0,0,0,0,,
Burr District Elementary School,0,0,0,0,0,,
Cornwall Central High School,0,0,0,0,0,,
Cornwall-on-Hudson Elementary School,0,0,0,0,0,,
Dr. Charles E. Murphy School,0,0,0,0,0,,
Candlewood Lake Elementary School,0,0,0,0,0,,
Laurel Ledge Elementary School,0,0,0,0,0,,
New York Military Academy,0,0,0,0,0,,
Enlarged City School District of Middletown,0,0,0,0,0,,
The Enlarged City School District of Middletown - 64 acres,0,0,0,0,0,,
Juliet W. Long School,0,0,0,0,0,,
Ledyard Middle School,0,0,0,0,0,,
Gales Ferry School,0,0,0,0,0,,
Rock Hill Elementary School,0,0,0,0,0,,
Holy Trinity School,0,0,0,0,0,,
Leonard J. Tyl Middle School,0,0,0,0,0,,
Congregation Yeshiva Ketane Desatmar,0,0,0,0,0,,
Washington Street School,0,0,0,0,0,,
Cook Hill Elementary School,0,0,0,0,0,,
Montville High School,0,0,0,0,0,,
Kaplan Career Academy,0,0,0,0,0,,
New Fairfield Middle School,3,0,0,3,1,206.67.136.4,exchange.kent-school.edu
Moses Y. Beach Elementary School,0,0,0,0,0,,
New Fairfield High School,0,0,0,0,0,,
Vails Gate STEAM Academy,0,0,0,0,0,,
Meeting House Hill School,0,0,0,0,0,,
Haddam–Killingworth High School,0,0,0,0,0,,
Consolidated School,0,0,0,0,0,,
Pomperaug Elementary School,0,0,0,0,0,,
Rochambeau Middle School,0,0,0,0,0,,
Center School,0,0,0,0,0,,
Frederick F. Brewster Elementary School,0,0,0,0,0,,
Saint Bernard School,0,0,0,0,0,,
Wallkill School Number 18,0,0,0,0,0,,
Windsor Academy,0,0,0,0,0,,
Cross Street Intermediate School,0,0,0,0,0,,
Oakdale Elementary School,0,0,0,0,0,,
Hudson Valley Circle of Learning School,0,0,0,0,0,,
Parker Farms Elementary School,0,0,0,0,0,,
Coginchaug Regional High School,0,0,0,0,0,,
Mohegan Elementary School,0,0,0,0,0,,
Frank Ward Strong Middle School,0,0,0,0,0,,
Heritage Middle School,0,0,0,0,0,,
New Windsor School,0,0,0,0,0,,
Gainfield Elementary School,0,0,0,0,0,,
Brookfield High School,0,0,0,0,0,,
Norton School,0,0,0,0,0,,
Temple Hill School,0,0,0,0,0,,
Woodland Montessori School,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
Children's Country Day School,0,0,0,0,0,,
Harmony Christian School,0,0,0,0,0,,
Bullet Hill School,0,0,0,0,0,,
Andrew Avenue Elementary School,0,0,0,0,0,,
Towner School,0,0,0,0,0,,
Little Britain Elementary School,0,0,0,0,0,,
"James H. Moran, Sr. Middle School",0,0,0,0,0,,
Howells School,0,0,0,0,0,,
Mark T. Sheehan High School,0,0,0,0,0,,
Tioronda School,0,0,0,0,0,,
Highland Elementary School,0,0,0,0,0,,
Early Childhood Center at Central Avenue,0,0,0,0,0,,
Salem School,0,0,0,0,0,,
Maple Hill Elementary School,0,0,0,0,0,,
Preston Plains Middle School,0,0,0,0,0,,
Cheshire High School,0,0,0,0,0,,
Kent Primary School,0,0,0,0,0,,
Salem Elementary School,0,0,0,0,0,,
Southbury Training School Greenhouse,0,0,0,0,0,,
Mary G. Fritz Elementary School,0,0,0,0,0,,
Prospect Elementary School,0,0,0,0,0,,
Hillside Intermediate School,0,0,0,0,0,,
Kent Elementary School,0,0,0,0,0,,
Naugatuck High School,0,0,0,0,0,,
South Junior High School,0,0,0,0,0,,
City Hill Middle School,0,0,0,0,0,,
Western Elementary School,0,0,0,0,0,,
Nathan Hale-Ray High School,0,0,0,0,0,,
Saint Francis of Assisi Elementary School,0,0,0,0,0,,
Liberty Street School,0,0,0,0,0,,
Head Start,0,0,0,0,0,,
Saint Francis School,0,0,0,0,0,,
Sargent Elementary School,0,0,0,0,0,,
The Madden School,0,0,0,0,0,,
Washington Street School,0,0,0,0,0,,
Doolittle School,0,0,0,0,0,,
Sacred Heart Roman Catholic School,0,0,0,0,0,,
Humiston School,0,0,0,0,0,,
Saint Patrick's Parochial School,0,0,0,0,0,,
Saint Patrick's High School,0,0,0,0,0,,
East Haddam Elementary School,0,0,0,0,0,,
Pomperaug Regional High School,0,0,0,0,0,,
Chestnut Street School,0,0,0,0,0,,
Saint Patricks School,0,0,0,0,0,,
Maple Hill School,0,0,0,0,0,,
Broadway Grammar School,0,0,0,0,0,,
Hop Brook Elementary School,0,0,0,0,0,,
Saint Bridget of Sweden Parish,0,0,0,0,0,,
Grand Street Public School,0,0,0,0,0,,
Bais Yaakov of Waterbury High School,0,0,0,0,0,,
Cheshire Academy,0,0,0,0,0,,
West Street School,0,0,0,0,0,,
Rose Hill Manor Day School,0,0,0,0,0,,
Saint Joachim's School,0,0,0,0,0,,
Veterans Memorial Elementary School,0,0,0,0,0,,
Faith Preparatory Academy,0,0,0,0,0,,
South Avenue School,0,0,0,0,0,,
Long Meadow Elementary School,0,0,0,0,0,,
Long River Middle School,0,0,0,0,0,,
J V Forrestal Elementary School,0,0,0,0,0,,
Matthew Patterson Elementary School,0,0,0,0,0,,
Saint Mary's School,0,0,0,0,0,,
Montgomery Street School,0,0,0,0,0,,
Meliora Academy,0,0,0,0,0,,
Alpha And Omega School,0,0,0,0,0,,
Oasis Christian School,0,0,0,0,0,,
The Independent Day School,0,0,0,0,0,,
Newburgh Free Academy,0,0,0,0,0,,
Saint Johns Parochial School,0,0,0,0,0,,
Thomas W. Mahan Elementary School,0,0,0,0,0,,
Highland Elementary School,0,0,0,0,0,,
Uncas Elementary School,0,0,0,0,0,,
Mount Saint Marys Academy,0,0,0,0,0,,
Integrated Day Charter School,0,0,0,0,0,,
Rombout Middle School,0,0,0,0,0,,
Saint Thomas More School,0,0,0,0,0,,
Dodd Middle School,0,0,0,0,0,,
Gidney Avenue Memorial School,0,0,0,0,0,,
Newburgh Free Academy North Campus,0,0,0,0,0,,
Thomas Hooker Elementary School,0,0,0,0,0,,
Glenham School,0,0,0,0,0,,
John Lyman School,0,0,0,0,0,,
Hanover Elementary School,0,0,0,0,0,,
Montgomery Elementary School,0,0,0,0,0,,
Montgomery Elementary School,0,0,0,0,0,,
Chapman Elementary School,0,0,0,0,0,,
Nathan Hale-Ray Middle School,0,0,0,0,0,,
John B. Stanton Elementary School,0,0,0,0,0,,
American Professional Educational Services,0,0,0,0,0,,
Bishop School Administrative Offices,0,0,0,0,0,,
Middlefield Memorial School,0,0,0,0,0,,
Valley Central Middle School,0,0,0,0,0,,
Valley Central High School,0,0,0,0,0,,
Casimir Pulaski Elementary School,0,0,0,0,0,,
Westover School,0,0,0,0,0,,
John G. Gilmartin Elementary School,0,0,0,0,0,,
Wesley Elementary School,0,0,0,0,0,,
Meadow Hill Global Explorations Magnet School,0,0,0,0,0,,
Connecticut School of Bartending,0,0,0,0,0,,
Berea Elementary School,0,0,0,0,0,,
New Milford High School,0,0,0,0,0,,
Eli Whitney School,0,0,0,0,0,,
Tots-N-Us,0,0,0,0,0,,
Wilcox Technical School,0,0,0,0,0,,
Teachers Memorial Global Studies Magnet Middle School,0,0,0,0,0,,
Middlebury Elementary School,0,0,0,0,0,,
Vinal Regional Technical High School,0,0,0,0,0,,
Israel Putnam Elementary School,0,0,0,0,0,,
Preston Veterans Memorial School,0,0,0,0,0,,
Norwich Transition Academy,0,0,0,0,0,,
Norwich Regional Adult Education,0,0,0,0,0,,
Saint Patrick Cathedral School,0,0,0,0,0,,
Xavier High School,0,0,0,0,0,,
Francis T. Maloney High School,0,0,0,0,0,,
Mercy High School,0,0,0,0,0,,
Brockway School,0,0,0,0,0,,
Holy Cross High School,0,0,0,0,0,,
Saint Stanislaus Child Development Center,0,0,0,0,0,,
Burnham School,0,0,0,0,0,,
School of the e,0,0,0,0,0,,
Orville Platt High School,0,0,0,0,0,,
Wendell L. Cross Elementary School,0,0,0,0,0,,
Balmville Elementary School,0,0,0,0,0,,
Hopeville Elementary School,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Norwich Free Academy Sachem Campus,0,0,0,0,0,,
Roger Sherman Elementary School,0,0,0,0,0,,
B. W. Tinker Elementary School,0,0,0,0,0,,
Our Lady of Mount Carmel School,0,0,0,0,0,,
Hill and Plain Elementary School,0,0,0,0,0,,
Lincoln Middle School,0,0,0,0,0,,
Fishkill Elementary School,0,0,0,0,0,,
Darcey School,0,0,0,0,0,,
Norwich Free Academy,0,0,0,0,0,,
Farm Hill Elementary School,0,0,0,0,0,,
Benjamin Franklin School,0,0,0,0,0,,
Jefferson School,0,0,0,0,0,,
Beman Middle School,0,0,0,0,0,,
Wilbert Snow Elementary School,0,0,0,0,0,,
Our Lady of Mount Carmel School,0,0,0,0,0,,
Bielefield Elementary School,0,0,0,0,0,,
Memorial Middle School,0,0,0,0,0,,
Nathan Hale Elementary School,0,0,0,0,0,,
John Duggan School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
The Waterbury ARC,0,0,0,0,0,,
West Side Middle School,0,0,0,0,0,,
Michael F. Wallace Middle School,0,0,0,0,0,,
Chase Collegiate School,0,0,0,0,0,,
Margaret M. Generali Elementary School,0,0,0,0,0,,
John Barry School,0,0,0,0,0,,
Crosby High School,0,0,0,0,0,,
John F. Kennedy High School,0,0,0,0,0,,
Waterbury Adult Education Program,0,0,0,0,0,,
Edward D. Bergin Complex,0,0,0,0,0,,
Kelly Middle School,0,0,0,0,0,,
Estelle And Alfonso Preschool And Kindergarten,0,0,0,0,0,,
Brinckerhoff Elementary School,0,0,0,0,0,,
Norwich Public Schools Administrative Offices,0,0,0,0,0,,
Norwich Technical High School,0,0,0,0,0,,
Mitchell Elementary School,0,0,0,0,0,,
Rotella Interdistrict Magnet School,0,0,0,0,0,,
Samuel L. Huntington Elementary School,0,0,0,0,0,,
Maloney Interdistrict Magnet School,0,0,0,0,0,,
Woodbury Middle School,0,0,0,0,0,,
Washington Middle School,0,0,0,0,0,,
H. S. Chase Elementary School,0,0,0,0,0,,
Saint Mary of Czestochowa School,0,0,0,0,0,,
Waterbury Arts Magnet School,0,0,0,0,0,,
Edison Middle School,0,0,0,0,0,,
Norwich Transition Academy,0,0,0,0,0,,
Booth Free School,0,0,0,0,0,,
State Street School,0,0,0,0,0,,
Woodrow Wilson Elementary School,0,0,0,0,0,,
Tyrrell Middle School,0,0,0,0,0,,
Catholic Academy of Waterbury,0,0,0,0,0,,
Waterbury Career Academy,0,0,0,0,0,,
Walsh Elementary School,0,0,0,0,0,,
Nonnewaug High School,0,0,0,0,0,,
Leptondale Christian Academy,0,0,0,0,0,,
Walden Elementary School,0,0,0,0,0,,
Middle Hope Elementary School,0,0,0,0,0,,
Yeshiva K’tana of Waterbury,0,0,0,0,0,,
Bertrand Spencer School,0,0,0,0,0,,
Fields Memorial School,0,0,0,0,0,,
Team Inc.,0,0,0,0,0,,
Driggs Elementary School,0,0,0,0,0,,
Sarah Noble Intermediate School,0,0,0,0,0,,
Van Buren Moody School,0,0,0,0,0,,
Saint Pius X School of Religion,0,0,0,0,0,,
Jonathan E. Reed School,0,0,0,0,0,,
Pawling Elementary School,0,0,0,0,0,,
Pawling Elementary School,0,0,0,0,0,,
MacDonough Elementary School,0,0,0,0,0,,
Bunker Hill Elementary School,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
East Hampton Middle School,0,0,0,0,0,,
Most Precious Blood Catholic School,0,0,0,0,0,,
Mother of Good Counsel Novitiate,0,0,0,0,0,,
Wequonnoc Arts and Technology Magnet School,0,0,0,0,0,,
South End Elementary School,0,0,0,0,0,,
Plantsville School,0,0,0,0,0,,
Memorial Elementary School,0,0,0,0,0,,
Gayhead School,0,0,0,0,0,,
Gayhead School,0,0,0,0,0,,
F.J. Kingsbury Elementary School,0,0,0,0,0,,
Trinity-Pawling School,0,0,0,0,0,,
William M. Strong Elementary School,0,0,0,0,0,,
Jack Jackter Intermediate School,0,0,0,0,0,,
Chase School,0,0,0,0,0,,
Chase School,0,0,0,0,0,,
Carrington Elementary School,0,0,0,0,0,,
Moriarty Environmental Sciences Magnet School,0,0,0,0,0,,
Roseton School,0,0,0,0,0,,
Colchester Elementary School,0,0,0,0,0,,
Voluntown Elementary School,0,0,0,0,0,,
William J. Johnston Middle School,0,0,0,0,0,,
W.F. Kaynor Technical High School,0,0,0,0,0,,
Frisbie Elementary School,0,0,0,0,0,,
Middletown High School,0,0,0,0,0,,
Brownstone Intermediate School,0,0,0,0,0,,
Center Elementary School,0,0,0,0,0,,
Bacon Academy,0,0,0,0,0,,
Valley View School,0,0,0,0,0,,
John F. Kennedy Middle School,0,0,0,0,0,,
Pawling High School,0,0,0,0,0,,
The Sherman School,0,0,0,0,0,,
Keigwin Middle School,0,0,0,0,0,,
Portland Middle School,0,0,0,0,0,,
Portland Public Schools,0,0,0,0,0,,
Pawling Middle School,0,0,0,0,0,,
Saint Denis-Saint Columba School,0,0,0,0,0,,
Portland High School,0,0,0,0,0,,
East Hampton High School,0,0,0,0,0,,
Leptondale Elementary School,0,0,0,0,0,,
Sprague Elementary School,0,0,0,0,0,,
Randolph School,0,0,0,0,0,,
Gordon C. Swift Middle School,0,0,0,0,0,,
Hopewell School,0,0,0,0,0,,
Lawrence Elementary School,0,0,0,0,0,,
Wappingers Falls Junior High School,0,0,0,0,0,,
Canterbury School,0,0,0,0,0,,
Zaya A. Oshana Elementary School,0,0,0,0,0,,
James S Evans Elementary School,0,0,0,0,0,,
Saint Mary Magdalen School,0,0,0,0,0,,
Gildersleeve School,0,0,0,0,0,,
Frank G. Regan Elementary School,0,0,0,0,0,,
Watertown High School,0,0,0,0,0,,
Griswold High School,0,0,0,0,0,,
Griswold Elementary School,0,0,0,0,0,,
Boardman School,0,0,0,0,0,,
Saint Thomas School,0,0,0,0,0,,
Walter A. Derynoski Elementary School,0,0,0,0,0,,
Myers Corners School,0,0,0,0,0,,
Roy C Ketcham Senior High School,0,0,0,0,0,,
Griswold Middle School,0,0,0,0,0,,
Ark And Dove Preschool,0,0,0,0,0,,
Polk School,0,0,0,0,0,,
Pine Bush Elementary School,0,0,0,0,0,,
Saint Johns School,0,0,0,0,0,,
Fletcher W. Judson School,0,0,0,0,0,,
Hatton Elementary School,0,0,0,0,0,,
Ädelbrook Learning Center,0,0,0,0,0,,
Beecher Street School,0,0,0,0,0,,
Bucks Hill Elementary School,0,0,0,0,0,,
Bucks Hill Pre-K,0,0,0,0,0,,
Shepaug Valley School,0,0,0,0,0,,
Pine Bush Senior High School,0,0,0,0,0,,
Beekman School,0,0,0,0,0,,
John G Borden Middle School,0,0,0,0,0,,
Cortiva Institute,0,0,0,0,0,,
North End Middle School,0,0,0,0,0,,
Lisbon Central School,0,0,0,0,0,,
Marlboro Central High School,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Fishkill Plains Elementary School,0,0,0,0,0,,
Stephen W. Wilby High School,0,0,0,0,0,,
Edward J Russell Elementary School,0,0,0,0,0,,
Taft School,0,0,0,0,0,,
John Trumbull Primary School,0,0,0,0,0,,
North Center School,0,0,0,0,0,,
Van Wyck Junior High School,0,0,0,0,0,,
Wappinger Central Schools,0,0,0,0,0,,
Ostrander Elementary School,0,0,0,0,0,,
Wolcott High School,0,0,0,0,0,,
Joseph A. DePaolo Middle School,0,0,0,0,0,,
Marlboro Elementary School,0,0,0,0,0,,
Mount Alvernia Seminary,0,0,0,0,0,,
Crispell Middle School,0,0,0,0,0,,
Marlboro Elementary School,0,0,0,0,0,,
Marlboro Middle School,0,0,0,0,0,,
Urbin T. Kelley Elementary School,0,0,0,0,0,,
Wakelee Elementary School,0,0,0,0,0,,
Wallkill Senior High School,0,0,0,0,0,,
Sheafe Road Elementary School,0,0,0,0,0,,
Richard D. Hubbard Elementary School,0,0,0,0,0,,
Southington High School,0,0,0,0,0,,
Flanders Elementary School,0,0,0,0,0,,
Academy of the Holy Family,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
Plattekill Elementary School,0,0,0,0,0,,
Willard Elementary School,0,0,0,0,0,,
Cromwell High School,0,0,0,0,0,,
McGee Middle School,0,0,0,0,0,,
Northville Elementary School,0,0,0,0,0,,
Edna C. Stevens Elementary School,0,0,0,0,0,,
Schaghticoke Middle School,0,0,0,0,0,,
Berlin High School,0,0,0,0,0,,
Sayles School,0,0,0,0,0,,
Lyman Memorial High School,0,0,0,0,0,,
Alcott Elementary School,0,0,0,0,0,,
Woodside Intermediate School,0,0,0,0,0,,
Lebanon Middle School,0,0,0,0,0,,
Elmer Thienes–Mary Hall School,0,0,0,0,0,,
Cromwell Middle School,0,0,0,0,0,,
The Frederick Gunn School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Oak Grove Elementary School,0,0,0,0,0,,
Gaylordsville School,0,0,0,0,0,,
Saint Paul School,0,0,0,0,0,,
The Woodhall School,0,0,0,0,0,,
Tuller School,0,0,0,0,0,,
Olivet Academy,0,0,0,0,0,,
Nayaug Elementary School,0,0,0,0,0,,
Washington Primary School,0,0,0,0,0,,
Mary E. Griswold Elementary School,0,0,0,0,0,,
Regional 14 Schools Land,0,0,0,0,0,,
Bethlehem Elemetary School,0,0,0,0,0,,
Lebanon Elementary School,0,0,0,0,0,,
CREC Academy of Aerospace and Engineering Elementary School,0,0,0,0,0,,
Renaissance Kids,0,0,0,0,0,,
Prism Academy,0,0,0,0,0,,
Nassau School,0,0,0,0,0,,
Rueben E. Thalberg Elementary School,0,0,0,0,0,,
Vassar Road Elementary School,0,0,0,0,0,,
Wappinger New Elementary School,0,0,0,0,0,,
Noxon Road Elementary School,0,0,0,0,0,,
Pleasure Hill School,0,0,0,0,0,,
Kinry Road Elementary School,0,0,0,0,0,,
The Glenholme School,0,0,0,0,0,,
Wingdale Elementary School,0,0,0,0,0,,
New Britain High School,0,0,0,0,0,,
Oran A. Moser School,0,0,0,0,0,,
Brookside School,0,0,0,0,0,,
Hebron Elementary School,0,0,0,0,0,,
Hagan School,0,0,0,0,0,,
Oakwood Friends School,0,0,0,0,0,,
Vance Elementary School,0,0,0,0,0,,
Oakwood Friends School,0,0,0,0,0,,
Faith Christian Academy,0,0,0,0,0,,
LaGrange Elementary School,0,0,0,0,0,,
Northend Elementary School,0,0,0,0,0,,
Black Rock School,0,0,0,0,0,,
Thomaston High School,0,0,0,0,0,,
Poughkeepsie Day School,0,0,0,0,0,,
Spackenkill High School,0,0,0,0,0,,
Lagrange Middle School,0,0,0,0,0,,
Poughkeepise Day School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
New Britain Transitional Center,0,0,0,0,0,,
Smith Elementary School,0,0,0,0,0,,
Slade Middle School,0,0,0,0,0,,
LaGrange Middle School,0,0,0,0,0,,
South Side Elementary School,0,0,0,0,0,,
Saint Martin De Porres School,0,0,0,0,0,,
Orville A. Todd Middle School,0,0,0,0,0,,
Bristol Central High School,0,0,0,0,0,,
Solterra Academy,0,0,0,0,0,,
West Hill Elementary School,0,0,0,0,0,,
RHAM Middle School,0,0,0,0,0,,
Clove School,0,0,0,0,0,,
RHAM High School,0,0,0,0,0,,
RHAM High School,0,0,0,0,0,,
Our Lady of Lourdes High School,0,0,0,0,0,,
Roosevelt Early Learning Center,0,0,0,0,0,,
New Britain Adult Education,0,0,0,0,0,,
"House of Arts, Letters, and Science Academy",0,0,0,0,0,,
New Britain High School Satellite Careers Academy,0,0,0,0,0,,
The Roosevelt Campus,0,0,0,0,0,,
Plainville High School,0,0,0,0,0,,
Plainville Prekindergarten,0,0,0,0,0,,
Our Lady of Mercy Parochial School,0,0,0,0,0,,
Albert D. Griswold Middle School,0,0,0,0,0,,
Greene-Hills School,0,0,0,0,0,,
Titusville Intermediate School,0,0,0,0,0,,
John Wallace Middle School,0,0,0,0,0,,
Linden Street School,0,0,0,0,0,,
Myrtle H. Stevens Elementary School,0,0,0,0,0,,
Bristol Arts and Innovation Magnet School,0,0,0,0,0,,
John Paterson Elementary School,0,0,0,0,0,,
Rocky Hill High School,0,0,0,0,0,,
Chamberlain Elementary School,0,0,0,0,0,,
Alternative Community Education School,0,0,0,0,0,,
Thomaston Center School,0,0,0,0,0,,
Saint Matthew School,0,0,0,0,0,,
Gaffney Elementary School,0,0,0,0,0,,
Arlington High School,0,0,0,0,0,,
Plainfield Early Childhood Center,0,0,0,0,0,,
Reynolds School,0,0,0,0,0,,
Emmanuel Christian Academy,0,0,0,0,0,,
Gilead Hill School,0,0,0,0,0,,
Smalley Elementary School,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
Ganahgote School,0,0,0,0,0,,
Main Street School,0,0,0,0,0,,
Hopewell School,0,0,0,0,0,,
South Kent School,0,0,0,0,0,,
Rumsey Hall School,0,0,0,0,0,,
Poughkeepsie Seventh Day Adventist School,0,0,0,0,0,,
Ellen P Hubell School,0,0,0,0,0,,
Plymouth Center School,0,0,0,0,0,,
Highcrest Elementary School,0,0,0,0,0,,
Eli Terry Jr. Middle School,0,0,0,0,0,,
Plainfield Central Middle School,0,0,0,0,0,,
James Morris School,0,0,0,0,0,,
Chestnut Hill School,0,0,0,0,0,,
Plainfield Memorial School,0,0,0,0,0,,
West Bristol School,0,0,0,0,0,,
Ruth Chaffee Elementary School,0,0,0,0,0,,
Middle School of Plainville,0,0,0,0,0,,
Academy of Science and Innovation,0,0,0,0,0,,
G. W. Krieger Elementary School,0,0,0,0,0,,
Frank T. Wheeler Elementary School,0,0,0,0,0,,
